channel_id,year,video_count
UC5RdVorohRmiGKHN4VHYZJg,2024,138
UC5RdVorohRmiGKHN4VHYZJg,2025,151
UC5RdVorohRmiGKHN4VHYZJg,2026,104
UC5TnSrUJmrC_KFW9VLi37lA,2020,2
UC5TnSrUJmrC_KFW9VLi37lA,2021,11
UC5TnSrUJmrC_KFW9VLi37lA,2022,4
UC5TnSrUJmrC_KFW9VLi37lA,2023,3
UC5VPIoY1j_x9UZSqkpwg8jw,2020,5
UC5VPIoY1j_x9UZSqkpwg8jw,2021,17
UC5VPIoY1j_x9UZSqkpwg8jw,2022,41
UC5ZB56gBvLOM3e_eVioCrCQ,2021,21
UC5ZB56gBvLOM3e_eVioCrCQ,2022,212
UC5ZB56gBvLOM3e_eVioCrCQ,2023,66
UC5ZB56gBvLOM3e_eVioCrCQ,2024,155
UC5ZB56gBvLOM3e_eVioCrCQ,2025,142
UC5ZB56gBvLOM3e_eVioCrCQ,2026,104
UC5ZH6Ynk7iBN4wJBanvhXcg,2024,15
UC5ZH6Ynk7iBN4wJBanvhXcg,2025,106
UC5ZH6Ynk7iBN4wJBanvhXcg,2026,56
UC5cOcO_LxT0ZQ7Q2qQEM4Og,2024,49
UC5cOcO_LxT0ZQ7Q2qQEM4Og,2025,47
UC5cOcO_LxT0ZQ7Q2qQEM4Og,2026,54
UC5hOgx6yvYrY8Rn1zaxAY1A,2025,2
UC5hOgx6yvYrY8Rn1zaxAY1A,2026,58
UC5iFCwUMeeZX9KLCTOIKItQ,2022,110
UC5iFCwUMeeZX9KLCTOIKItQ,2023,135
UC5iFCwUMeeZX9KLCTOIKItQ,2024,132
UC5iFCwUMeeZX9KLCTOIKItQ,2025,44
UC5kkY1f25n1e9KYxSKVtUpg,2025,26
UC5kkY1f25n1e9KYxSKVtUpg,2026,48
UC5lHMQtDJF1h2-s0nCBQpoA,2025,107
UC5lHMQtDJF1h2-s0nCBQpoA,2026,99
UC5wA30Tc9ONbRjj6QNinH9w,2022,230
UC5wA30Tc9ONbRjj6QNinH9w,2023,121
UC5wA30Tc9ONbRjj6QNinH9w,2024,140
UC5wA30Tc9ONbRjj6QNinH9w,2025,150
UC5wA30Tc9ONbRjj6QNinH9w,2026,59
UC5x2tcpXNa1dZx035isZKWQ,2024,6
UC5x2tcpXNa1dZx035isZKWQ,2025,19
UC5x2tcpXNa1dZx035isZKWQ,2026,8
UC5zC3ZIFihxnJBNaJU9cZcQ,2023,2
UC5zC3ZIFihxnJBNaJU9cZcQ,2024,246
UC5zC3ZIFihxnJBNaJU9cZcQ,2025,248
UC5zC3ZIFihxnJBNaJU9cZcQ,2026,121
UC60htQi5nenKGnv6lEdGF_g,2023,46
UC60htQi5nenKGnv6lEdGF_g,2024,28
UC61qTNWVk4mkDXe01xgudpA,2024,163
UC61qTNWVk4mkDXe01xgudpA,2025,78
UC61qTNWVk4mkDXe01xgudpA,2026,10
UC64_YFnoPvaGUSv4fpozr1w,2022,42
UC64_YFnoPvaGUSv4fpozr1w,2023,75
UC64_YFnoPvaGUSv4fpozr1w,2024,180
UC64_YFnoPvaGUSv4fpozr1w,2025,235
UC64_YFnoPvaGUSv4fpozr1w,2026,168
UC65MNFVWnrkOpg04LBHVvzw,2024,102
UC65MNFVWnrkOpg04LBHVvzw,2025,216
UC65MNFVWnrkOpg04LBHVvzw,2026,149
UC66RiI-qzUfCiZzcmjU8T3A,2021,1
UC66RiI-qzUfCiZzcmjU8T3A,2022,35
UC66RiI-qzUfCiZzcmjU8T3A,2023,22
UC66RiI-qzUfCiZzcmjU8T3A,2024,6
UC66RiI-qzUfCiZzcmjU8T3A,2025,4
UC66RiI-qzUfCiZzcmjU8T3A,2026,36
UC68XQCQ4MOys5hfxi3jW34g,2021,42
UC68XQCQ4MOys5hfxi3jW34g,2022,33
UC68XQCQ4MOys5hfxi3jW34g,2023,49
UC68XQCQ4MOys5hfxi3jW34g,2024,76
UC68XQCQ4MOys5hfxi3jW34g,2025,31
UC68XQCQ4MOys5hfxi3jW34g,2026,17
UC6Dl6t5ceRRpRx5VwkQWPTw,2025,200
UC6Dl6t5ceRRpRx5VwkQWPTw,2026,362
UC6Ea68DSHlXrcy9uIw4oUIg,2023,101
UC6Ea68DSHlXrcy9uIw4oUIg,2024,277
UC6Ea68DSHlXrcy9uIw4oUIg,2025,202
UC6Ea68DSHlXrcy9uIw4oUIg,2026,120
UC6JIG9kjnF3ml6gLudTyzuA,2021,1
UC6KTB79XRwx_iwxnrIEvHQA,2020,78
UC6KTB79XRwx_iwxnrIEvHQA,2021,1
UC6KkQjryShrw6MRBPX6XMmw,2024,42
UC6KkQjryShrw6MRBPX6XMmw,2025,132
UC6KkQjryShrw6MRBPX6XMmw,2026,39
UC6Q4UI5mEjeZOIRoTtRoFJA,2021,107
UC6Q4UI5mEjeZOIRoTtRoFJA,2022,134
UC6Q4UI5mEjeZOIRoTtRoFJA,2023,51
UC6Q4UI5mEjeZOIRoTtRoFJA,2024,100
UC6Q4UI5mEjeZOIRoTtRoFJA,2025,112
UC6Q4UI5mEjeZOIRoTtRoFJA,2026,46
UC6TOqqD-TLbPlnV5i3DiIrw,2015,6
UC6TOqqD-TLbPlnV5i3DiIrw,2016,11
UC6TOqqD-TLbPlnV5i3DiIrw,2017,14
UC6TOqqD-TLbPlnV5i3DiIrw,2018,21
UC6TOqqD-TLbPlnV5i3DiIrw,2019,3
UC6TOqqD-TLbPlnV5i3DiIrw,2020,4
UC6TOqqD-TLbPlnV5i3DiIrw,2021,87
UC6TOqqD-TLbPlnV5i3DiIrw,2022,32
UC6TOqqD-TLbPlnV5i3DiIrw,2023,38
UC6TOqqD-TLbPlnV5i3DiIrw,2024,13
UC6TOqqD-TLbPlnV5i3DiIrw,2025,9
UC6TOqqD-TLbPlnV5i3DiIrw,2026,2
UC6V9R4VQTjewZj-xfnqrO_g,2025,26
UC6V9R4VQTjewZj-xfnqrO_g,2026,46
UC6Zrmc0VG4gqQJ4jS58iKGw,2021,76
UC6Zrmc0VG4gqQJ4jS58iKGw,2022,23
UC6iflr_8DNUZl0hY0FUXWbQ,2024,11
UC6iflr_8DNUZl0hY0FUXWbQ,2025,31
UC6iflr_8DNUZl0hY0FUXWbQ,2026,43
UC6kddWCoJL4IneTbHRFnViQ,2015,169
UC6kddWCoJL4IneTbHRFnViQ,2016,86
UC6kddWCoJL4IneTbHRFnViQ,2017,13
UC6kddWCoJL4IneTbHRFnViQ,2018,128
UC6kddWCoJL4IneTbHRFnViQ,2019,8
UC6kddWCoJL4IneTbHRFnViQ,2020,24
UC6kddWCoJL4IneTbHRFnViQ,2021,32
UC6kddWCoJL4IneTbHRFnViQ,2022,94
UC6kddWCoJL4IneTbHRFnViQ,2023,31
UC6kddWCoJL4IneTbHRFnViQ,2024,51
UC6kddWCoJL4IneTbHRFnViQ,2025,64
UC6lZLAOgSYgJ6ZkW2ZTI75Q,2023,92
UC6lZLAOgSYgJ6ZkW2ZTI75Q,2024,86
UC6lZLAOgSYgJ6ZkW2ZTI75Q,2025,43
UC6lZLAOgSYgJ6ZkW2ZTI75Q,2026,10
UC6mMhtBN142AdbakQVDricQ,2023,111
UC6mMhtBN142AdbakQVDricQ,2024,73
UC6mMhtBN142AdbakQVDricQ,2025,18
UC6mMhtBN142AdbakQVDricQ,2026,2
UC6o7pFz9U9kcE9d8op_eUQQ,2024,12
UC6o7pFz9U9kcE9d8op_eUQQ,2025,17
UC6o7pFz9U9kcE9d8op_eUQQ,2026,7
UC6uFH49ET-CCA_a4rMdfBdA,2026,7
UC6zUAJO-4874qj9agP7idbg,2024,128
UC7-ZM8Wi1U6yerqHSEq5tlA,2026,80
UC72_UWR1CAQhC-Kg48e5mjA,2021,34
UC72_UWR1CAQhC-Kg48e5mjA,2022,112
UC72_UWR1CAQhC-Kg48e5mjA,2023,63
UC72_UWR1CAQhC-Kg48e5mjA,2024,42
UC72_UWR1CAQhC-Kg48e5mjA,2025,42
UC72_UWR1CAQhC-Kg48e5mjA,2026,7
UC7BIFEORuYKNyE9d_Y2-sVw,2022,6
UC7BIFEORuYKNyE9d_Y2-sVw,2023,1
UC7BIFEORuYKNyE9d_Y2-sVw,2025,1
UC7BIFEORuYKNyE9d_Y2-sVw,2026,3
UC7BTojsUPC4JhxDYRgmuz2Q,2022,68
UC7BTojsUPC4JhxDYRgmuz2Q,2023,158
UC7BTojsUPC4JhxDYRgmuz2Q,2024,163
UC7BTojsUPC4JhxDYRgmuz2Q,2025,190
UC7BTojsUPC4JhxDYRgmuz2Q,2026,10
UC7FpwTuRGribXTefl5SMkAg,2023,121
UC7FpwTuRGribXTefl5SMkAg,2024,144
UC7FpwTuRGribXTefl5SMkAg,2025,70
UC7FpwTuRGribXTefl5SMkAg,2026,37
UC7QHNjS_btGI8AhRkju_NxQ,2021,30
UC7QHNjS_btGI8AhRkju_NxQ,2022,66
UC7QHNjS_btGI8AhRkju_NxQ,2023,17
UC7TOQpHWGhZ_mJ_KkdUazFg,2021,44
UC7TOQpHWGhZ_mJ_KkdUazFg,2022,192
UC7TOQpHWGhZ_mJ_KkdUazFg,2023,179
UC7TOQpHWGhZ_mJ_KkdUazFg,2024,126
UC7TOQpHWGhZ_mJ_KkdUazFg,2025,83
UC7TOQpHWGhZ_mJ_KkdUazFg,2026,40
UC7ZDXfdtafyoSwxXysGJU3A,2024,34
UC7ZDXfdtafyoSwxXysGJU3A,2025,56
UC7ZDXfdtafyoSwxXysGJU3A,2026,22
UC7_cZ5j3JJRERezE3YHnm5w,2023,26
UC7_cZ5j3JJRERezE3YHnm5w,2024,107
UC7_cZ5j3JJRERezE3YHnm5w,2025,69
UC7iCSRt7Jej2XE0MaM9gPgg,2020,1
UC7kqvU3tDlBUJlkpcB7252A,2024,5
UC7kqvU3tDlBUJlkpcB7252A,2025,60
UC7kqvU3tDlBUJlkpcB7252A,2026,1
UC7ks6YhbNxNIJzJUKRH0OQA,2017,5
UC7ks6YhbNxNIJzJUKRH0OQA,2018,14
UC7ks6YhbNxNIJzJUKRH0OQA,2019,1
UC7ks6YhbNxNIJzJUKRH0OQA,2020,8
UC7ks6YhbNxNIJzJUKRH0OQA,2021,8
UC7mdtnzH9kw4sBoZvmfcI9Q,2020,58
UC7mdtnzH9kw4sBoZvmfcI9Q,2021,58
UC7rJN7zzIdUfNogj1RnTXDw,2020,141
UC7rJN7zzIdUfNogj1RnTXDw,2021,148
UC7rJN7zzIdUfNogj1RnTXDw,2022,80
UC7rJN7zzIdUfNogj1RnTXDw,2023,96
UC7rJN7zzIdUfNogj1RnTXDw,2024,119
UC7rJN7zzIdUfNogj1RnTXDw,2025,89
UC7rJN7zzIdUfNogj1RnTXDw,2026,15
UC7txsIaSjDTuvN7h9BzVAsw,2023,1
UC7txsIaSjDTuvN7h9BzVAsw,2024,3
UC7txsIaSjDTuvN7h9BzVAsw,2025,22
UC7txsIaSjDTuvN7h9BzVAsw,2026,31
UC7uttDpQDJ3bdnU8u8gZzbQ,2020,54
UC7uttDpQDJ3bdnU8u8gZzbQ,2021,66
UC7uttDpQDJ3bdnU8u8gZzbQ,2022,13
UC7uttDpQDJ3bdnU8u8gZzbQ,2023,2
UC8-JXAccuh7DvI_A_lObw-w,2024,305
UC8-JXAccuh7DvI_A_lObw-w,2025,210
UC8-JXAccuh7DvI_A_lObw-w,2026,70
UC82qGW5XAba3LYqMEmiVBgg,2023,2
UC82qGW5XAba3LYqMEmiVBgg,2024,52
UC82qGW5XAba3LYqMEmiVBgg,2025,33
UC89-GlmTgO8a9QyE0QL0q1w,2021,11
UC89-GlmTgO8a9QyE0QL0q1w,2022,91
UC89-GlmTgO8a9QyE0QL0q1w,2023,30
UC89-GlmTgO8a9QyE0QL0q1w,2024,17
UC8A9JEM4P4ywcQvqo2ZDX-A,2023,39
UC8A9JEM4P4ywcQvqo2ZDX-A,2024,22
UC8A9JEM4P4ywcQvqo2ZDX-A,2025,27
UC8A9JEM4P4ywcQvqo2ZDX-A,2026,8
UC8DTBPbQq0NZNo2RtCtTXuw,2021,6
UC8DTBPbQq0NZNo2RtCtTXuw,2022,23
UC8DTBPbQq0NZNo2RtCtTXuw,2023,158
UC8DTBPbQq0NZNo2RtCtTXuw,2024,4
UC8DTBPbQq0NZNo2RtCtTXuw,2025,1
UC8F193K1kmD8_MB2F3wLVXQ,2022,21
UC8F193K1kmD8_MB2F3wLVXQ,2023,112
UC8F193K1kmD8_MB2F3wLVXQ,2024,169
UC8F193K1kmD8_MB2F3wLVXQ,2025,174
UC8F193K1kmD8_MB2F3wLVXQ,2026,90
UC8GsIgxeIHQMaTQgkEUXhMw,2022,52
UC8GsIgxeIHQMaTQgkEUXhMw,2023,48
UC8GsIgxeIHQMaTQgkEUXhMw,2024,8
UC8JQQZeNeEmiFbgtYmuFTVQ,2022,1
UC8JQQZeNeEmiFbgtYmuFTVQ,2023,8
UC8JQQZeNeEmiFbgtYmuFTVQ,2024,21
UC8JQQZeNeEmiFbgtYmuFTVQ,2025,87
UC8JQQZeNeEmiFbgtYmuFTVQ,2026,37
UC8Qt3A_iRI_ShDDCtfHpZaA,2024,83
UC8Qt3A_iRI_ShDDCtfHpZaA,2025,67
UC8Wd2kN3xc_c8ppnBON_luw,2025,122
UC8Wd2kN3xc_c8ppnBON_luw,2026,241
UC8bJCt2cONnB9AooIC6fomw,2025,70
UC8bJCt2cONnB9AooIC6fomw,2026,192
UC8fneiVrSectPFlnumDMFaw,2021,1
UC8fneiVrSectPFlnumDMFaw,2022,41
UC8fneiVrSectPFlnumDMFaw,2023,161
UC8fneiVrSectPFlnumDMFaw,2024,144
UC8fneiVrSectPFlnumDMFaw,2025,66
UC8fneiVrSectPFlnumDMFaw,2026,172
UC8hIV_IaH0IIObGBw0engEQ,2025,130
UC8hIV_IaH0IIObGBw0engEQ,2026,134
UC8iTIbRueIONUDDgHN74JHw,2020,76
UC8iTIbRueIONUDDgHN74JHw,2021,115
UC8iTIbRueIONUDDgHN74JHw,2022,84
UC8iTIbRueIONUDDgHN74JHw,2023,50
UC8iTIbRueIONUDDgHN74JHw,2024,12
UC8lQ60XP8szvj0GHwxYUS2Q,2020,50
UC8lQ60XP8szvj0GHwxYUS2Q,2021,209
UC8lQ60XP8szvj0GHwxYUS2Q,2022,159
UC8lQ60XP8szvj0GHwxYUS2Q,2023,73
UC8lQ60XP8szvj0GHwxYUS2Q,2024,99
UC8lQ60XP8szvj0GHwxYUS2Q,2025,49
UC8lQ60XP8szvj0GHwxYUS2Q,2026,61
UC8pTkUvJe50zHIbl8LkZphQ,2025,47
UC8pTkUvJe50zHIbl8LkZphQ,2026,138
UC8xAtvAk_HX1j3egTO7ylIQ,2023,17
UC8xAtvAk_HX1j3egTO7ylIQ,2024,192
UC8xAtvAk_HX1j3egTO7ylIQ,2025,352
UC8xAtvAk_HX1j3egTO7ylIQ,2026,139
UC8xrzfcBL_42uWEf-8pO6og,2025,115
UC8xrzfcBL_42uWEf-8pO6og,2026,211
UC90zZA9j8jdWVb5NNqddKQQ,2023,25
UC90zZA9j8jdWVb5NNqddKQQ,2024,87
UC90zZA9j8jdWVb5NNqddKQQ,2025,134
UC90zZA9j8jdWVb5NNqddKQQ,2026,112
UC93X4Rs0vDthp-qsZu4TQpg,2023,76
UC93X4Rs0vDthp-qsZu4TQpg,2024,43
UC93X4Rs0vDthp-qsZu4TQpg,2025,40
UC93X4Rs0vDthp-qsZu4TQpg,2026,23
UC9CzeQQnApnpW8-KIsqKwWQ,2022,8
UC9CzeQQnApnpW8-KIsqKwWQ,2023,208
UC9CzeQQnApnpW8-KIsqKwWQ,2024,74
UC9CzeQQnApnpW8-KIsqKwWQ,2025,40
UC9CzeQQnApnpW8-KIsqKwWQ,2026,46
UC9PtF5-uRTZEUuOS5tr1Gxg,2025,74
UC9PtF5-uRTZEUuOS5tr1Gxg,2026,197
UC9TMDpET50CJkgQnB56Xj5g,2023,301
UC9TMDpET50CJkgQnB56Xj5g,2024,209
UC9TMDpET50CJkgQnB56Xj5g,2025,171
UC9TMDpET50CJkgQnB56Xj5g,2026,19
UC9WXRLLO7DrcJvUTg69_lkA,2024,156
UC9WXRLLO7DrcJvUTg69_lkA,2025,92
UC9b9Qttg1NHYSPmKu9mb3iw,2026,172
UC9dolQobrGWzLP2UNrkUbEw,2022,2
UC9dolQobrGWzLP2UNrkUbEw,2023,47
UC9dolQobrGWzLP2UNrkUbEw,2024,11
UC9dolQobrGWzLP2UNrkUbEw,2025,49
UC9dolQobrGWzLP2UNrkUbEw,2026,26
UC9owX01ODpgeUePEIdC_qlA,2023,115
UC9owX01ODpgeUePEIdC_qlA,2024,200
UC9owX01ODpgeUePEIdC_qlA,2025,231
UC9owX01ODpgeUePEIdC_qlA,2026,154
UC9tPom2jf2B1qPCTOJ2o2uw,2024,64
UC9tPom2jf2B1qPCTOJ2o2uw,2025,52
UC9tPom2jf2B1qPCTOJ2o2uw,2026,22
UC9uFujZvbTm3PpTycIz5Z0w,2025,64
UC9uFujZvbTm3PpTycIz5Z0w,2026,14
UC9yPUw_aebcLI_oXNNh1wwQ,2023,22
UC9yPUw_aebcLI_oXNNh1wwQ,2024,55
UC9yPUw_aebcLI_oXNNh1wwQ,2025,42
UC9yPUw_aebcLI_oXNNh1wwQ,2026,15
UCA8IZ8dlQc70uzP8WYsFE-w,2023,64
UCA8IZ8dlQc70uzP8WYsFE-w,2024,265
UCA8IZ8dlQc70uzP8WYsFE-w,2025,229
UCA8IZ8dlQc70uzP8WYsFE-w,2026,142
UCAKxVqeGyZTrxYwg3p3xUAg,2020,1
UCAKxVqeGyZTrxYwg3p3xUAg,2021,1
UCAKxVqeGyZTrxYwg3p3xUAg,2022,1
UCAKxVqeGyZTrxYwg3p3xUAg,2023,1
UCAKxVqeGyZTrxYwg3p3xUAg,2024,1
UCAKxVqeGyZTrxYwg3p3xUAg,2025,1
UCAO6vSguYeBGpQvn3D9fpdw,2022,79
UCAO6vSguYeBGpQvn3D9fpdw,2023,50
UCAO6vSguYeBGpQvn3D9fpdw,2024,54
UCAO6vSguYeBGpQvn3D9fpdw,2025,46
UCAO6vSguYeBGpQvn3D9fpdw,2026,78
UCAOMy65Qod9DDOU40mWsXdA,2024,203
UCAOMy65Qod9DDOU40mWsXdA,2025,120
UCAOMy65Qod9DDOU40mWsXdA,2026,114
UCAPbXyM7sw0_6VMcrWeX7Ug,2024,68
UCAPbXyM7sw0_6VMcrWeX7Ug,2025,147
UCAPbXyM7sw0_6VMcrWeX7Ug,2026,93
UCAQnqwL4eytWAamhZs18ovw,2025,130
UCAQnqwL4eytWAamhZs18ovw,2026,61
UCASVAAgvntOrwRgVeMAkIPg,2013,10
UCASVAAgvntOrwRgVeMAkIPg,2014,11
UCASVAAgvntOrwRgVeMAkIPg,2015,13
UCASVAAgvntOrwRgVeMAkIPg,2016,15
UCASVAAgvntOrwRgVeMAkIPg,2017,25
UCASVAAgvntOrwRgVeMAkIPg,2018,15
UCASVAAgvntOrwRgVeMAkIPg,2019,15
UCASVAAgvntOrwRgVeMAkIPg,2020,30
UCASVAAgvntOrwRgVeMAkIPg,2021,27
UCASVAAgvntOrwRgVeMAkIPg,2022,12
UCASVAAgvntOrwRgVeMAkIPg,2023,14
UCASVAAgvntOrwRgVeMAkIPg,2024,2
UCASpA6_BQVi6LpuBRdSxfmw,2026,700
UCASukO4m2BR4uqZH0XlH1IA,2022,105
UCASukO4m2BR4uqZH0XlH1IA,2023,173
UCASukO4m2BR4uqZH0XlH1IA,2024,183
UCASukO4m2BR4uqZH0XlH1IA,2025,125
UCASukO4m2BR4uqZH0XlH1IA,2026,114
UCAV2_Jxxt-JJ08v77lNLBtg,2023,11
UCAV2_Jxxt-JJ08v77lNLBtg,2024,1
UCAV2_Jxxt-JJ08v77lNLBtg,2025,101
UCAV2_Jxxt-JJ08v77lNLBtg,2026,249
UCAid1uC5pxxvPasgFTJZEAw,2024,38
UCAid1uC5pxxvPasgFTJZEAw,2025,168
UCAid1uC5pxxvPasgFTJZEAw,2026,99
UCAj8NHkWEqbJ2er8Umbpoog,2018,1
UCAj8NHkWEqbJ2er8Umbpoog,2020,54
UCAj8NHkWEqbJ2er8Umbpoog,2021,118
UCAj8NHkWEqbJ2er8Umbpoog,2022,110
UCAj8NHkWEqbJ2er8Umbpoog,2023,65
UCAj8NHkWEqbJ2er8Umbpoog,2024,40
UCAj8NHkWEqbJ2er8Umbpoog,2025,89
UCAj8NHkWEqbJ2er8Umbpoog,2026,83
UCAnKhwx493i5myddnJFF_gg,2020,1
UCAnKhwx493i5myddnJFF_gg,2021,147
UCAnKhwx493i5myddnJFF_gg,2022,120
UCAnKhwx493i5myddnJFF_gg,2023,79
UCAnKhwx493i5myddnJFF_gg,2024,174
UCAnKhwx493i5myddnJFF_gg,2025,78
UCAnKhwx493i5myddnJFF_gg,2026,10
UCAoZkJiB43mNUD6aadeozRw,2021,33
UCAoZkJiB43mNUD6aadeozRw,2022,140
UCAoZkJiB43mNUD6aadeozRw,2023,16
UCApZxq6J3R2XNqhzKiBv5mg,2023,8
UCApZxq6J3R2XNqhzKiBv5mg,2024,98
UCApZxq6J3R2XNqhzKiBv5mg,2025,307
UCApZxq6J3R2XNqhzKiBv5mg,2026,264
UCAr4U_HGMYXn1EZjdWiGSLQ,2023,53
UCAr4U_HGMYXn1EZjdWiGSLQ,2024,54
UCAr4U_HGMYXn1EZjdWiGSLQ,2025,31
UCAr4U_HGMYXn1EZjdWiGSLQ,2026,19
UCArXPBCsEt2_rDC63tPLYmg,2024,173
UCArXPBCsEt2_rDC63tPLYmg,2025,280
UCArXPBCsEt2_rDC63tPLYmg,2026,153
UCAvKK8pzAthBfVeXq_Bj4Ow,2024,54
UCAvKK8pzAthBfVeXq_Bj4Ow,2025,103
UCAvKK8pzAthBfVeXq_Bj4Ow,2026,108
UCAvQO1F-w6NELewvcDFupmw,2020,92
UCAvQO1F-w6NELewvcDFupmw,2021,95
UCAvQO1F-w6NELewvcDFupmw,2022,122
UCAvQO1F-w6NELewvcDFupmw,2023,67
UCAvQO1F-w6NELewvcDFupmw,2024,87
UCAvQO1F-w6NELewvcDFupmw,2025,97
UCAvQO1F-w6NELewvcDFupmw,2026,60
UCAv_XjRwhU7sMl3YlM0WoJw,2014,2
UCAv_XjRwhU7sMl3YlM0WoJw,2015,3
UCAv_XjRwhU7sMl3YlM0WoJw,2020,1
UCAv_XjRwhU7sMl3YlM0WoJw,2024,31
UCAv_XjRwhU7sMl3YlM0WoJw,2025,4
UCAv_XjRwhU7sMl3YlM0WoJw,2026,1
UCAzfyfbQ7XHmznbOKinAunQ,2023,52
UCAzfyfbQ7XHmznbOKinAunQ,2024,136
UCAzfyfbQ7XHmznbOKinAunQ,2025,129
UCAzfyfbQ7XHmznbOKinAunQ,2026,117
UCB2UBUgwjQ7y8k3JNEFEVaQ,2022,4
UCB2UBUgwjQ7y8k3JNEFEVaQ,2023,3
UCB2UBUgwjQ7y8k3JNEFEVaQ,2025,44
UCB2UBUgwjQ7y8k3JNEFEVaQ,2026,73
UCB5KUWdc5ttyglIgCYLLOJg,2024,81
UCB5KUWdc5ttyglIgCYLLOJg,2025,300
UCB5KUWdc5ttyglIgCYLLOJg,2026,120
UCBDu-HE-uL4a-SqH9q5ZZ6g,2025,196
UCBDu-HE-uL4a-SqH9q5ZZ6g,2026,504
UCBQi4hldyh7jrIU07hL_EbQ,2023,72
UCBQi4hldyh7jrIU07hL_EbQ,2024,117
UCBQi4hldyh7jrIU07hL_EbQ,2025,151
UCBQi4hldyh7jrIU07hL_EbQ,2026,104
UCBSiJy11yFeJsCRdZ3ZtfBw,2022,72
UCBSiJy11yFeJsCRdZ3ZtfBw,2023,158
UCBSiJy11yFeJsCRdZ3ZtfBw,2024,187
UCBSiJy11yFeJsCRdZ3ZtfBw,2025,182
UCBSiJy11yFeJsCRdZ3ZtfBw,2026,100
UCBTCAyvs7TAzghRqideHGzw,2021,13
UCBTCAyvs7TAzghRqideHGzw,2022,13
UCBTCAyvs7TAzghRqideHGzw,2023,28
UCBTCAyvs7TAzghRqideHGzw,2024,7
UCBTCAyvs7TAzghRqideHGzw,2025,5
UCBTCAyvs7TAzghRqideHGzw,2026,7
UCBUEDay6omiIO9XebzcButg,2025,206
UCBUEDay6omiIO9XebzcButg,2026,49
UCBXpnfoHqIZRqi3ex50bB4w,2022,1
UCBXpnfoHqIZRqi3ex50bB4w,2024,4
UCBXpnfoHqIZRqi3ex50bB4w,2025,20
UCBXpnfoHqIZRqi3ex50bB4w,2026,40
UCB_Ooo_Eanv8LHYUGqMMDjg,2017,13
UCB_Ooo_Eanv8LHYUGqMMDjg,2018,13
UCB_Ooo_Eanv8LHYUGqMMDjg,2019,1
UCB_Ooo_Eanv8LHYUGqMMDjg,2021,1
UCB_Ooo_Eanv8LHYUGqMMDjg,2022,2
UCB_Ooo_Eanv8LHYUGqMMDjg,2023,10
UCB_Ooo_Eanv8LHYUGqMMDjg,2024,78
UCB_Ooo_Eanv8LHYUGqMMDjg,2025,86
UCB_Ooo_Eanv8LHYUGqMMDjg,2026,47
UCBbXLmauGSmFdQakk2dS8Rw,2016,35
UCBbXLmauGSmFdQakk2dS8Rw,2017,3
UCBbXLmauGSmFdQakk2dS8Rw,2018,1
UCBbXLmauGSmFdQakk2dS8Rw,2023,240
UCBbXLmauGSmFdQakk2dS8Rw,2024,262
UCBbXLmauGSmFdQakk2dS8Rw,2025,136
UCBbXLmauGSmFdQakk2dS8Rw,2026,23
UCBev9yAPNYhFM4ORPQb_LYQ,2024,130
UCBev9yAPNYhFM4ORPQb_LYQ,2025,238
UCBev9yAPNYhFM4ORPQb_LYQ,2026,115
UCBi2sDv2HYYnCtEqldp0RFA,2024,72
UCBi2sDv2HYYnCtEqldp0RFA,2025,193
UCBi2sDv2HYYnCtEqldp0RFA,2026,122
UCBjUiJxMKaM2YTIo3r4KdHA,2025,98
UCBjUiJxMKaM2YTIo3r4KdHA,2026,87
UCBmXZKNg_Tsy-r5pZsBPVVA,2026,105
UCBq8wrxx6gPxxmZwDnZEEYA,2022,14
UCBq8wrxx6gPxxmZwDnZEEYA,2023,27
UCBq8wrxx6gPxxmZwDnZEEYA,2024,67
UCBq8wrxx6gPxxmZwDnZEEYA,2025,94
UCBq8wrxx6gPxxmZwDnZEEYA,2026,92
UCBsUODmi56ijq4o4imeZuwg,2024,5
UCBsUODmi56ijq4o4imeZuwg,2025,121
UCBsUODmi56ijq4o4imeZuwg,2026,72
UCC3IBnXJb8xYdg-_MMh1qNg,2024,100
UCC3IBnXJb8xYdg-_MMh1qNg,2025,323
UCC3IBnXJb8xYdg-_MMh1qNg,2026,277
UCC4Wb_x57Ks43GRJ6x_wT5Q,2025,371
UCC4Wb_x57Ks43GRJ6x_wT5Q,2026,329
UCC5q6CpuDflPvO7pNn52RGQ,2023,105
UCC5q6CpuDflPvO7pNn52RGQ,2024,249
UCC5q6CpuDflPvO7pNn52RGQ,2025,229
UCC5q6CpuDflPvO7pNn52RGQ,2026,117
UCC8N_hO-iyfkS2uaJqkxfMA,2022,126
UCC8N_hO-iyfkS2uaJqkxfMA,2023,145
UCC8N_hO-iyfkS2uaJqkxfMA,2024,115
UCC8N_hO-iyfkS2uaJqkxfMA,2025,16
UCC8N_hO-iyfkS2uaJqkxfMA,2026,4
UCCCOpUUMaweGiTZ_vNSdh1w,2024,2
UCCCOpUUMaweGiTZ_vNSdh1w,2025,98
UCCCOpUUMaweGiTZ_vNSdh1w,2026,64
UCCDb84g4xtJYE0bOJ6BLwJg,2022,7
UCCDb84g4xtJYE0bOJ6BLwJg,2023,81
UCCDb84g4xtJYE0bOJ6BLwJg,2024,115
UCCDb84g4xtJYE0bOJ6BLwJg,2025,33
UCCDb84g4xtJYE0bOJ6BLwJg,2026,98
