account_key,platform,channel_id,label,url,eligibility_status,reason_code,included
facebook:acct_76ffa347c4ef74a9dbcc,facebook,,KurosawaSPCH,https://www.facebook.com/KurosawaSPCH,HOLD_NEEDS_CHANNEL_REVIEW,NO_REVIEWED_PLATFORM_ACCOUNT_ID,False
facebook:acct_7757c53052d98a81ced6,facebook,,61564764307924,https://www.facebook.com/profile.php?id=61564764307924,HOLD_NEEDS_CHANNEL_REVIEW,NO_REVIEWED_PLATFORM_ACCOUNT_ID,False
facebook:acct_7790810d825c11399195,facebook,,Deli.Ciae.Vtuber,https://www.facebook.com/Deli.Ciae.Vtuber,HOLD_NEEDS_CHANNEL_REVIEW,NO_REVIEWED_PLATFORM_ACCOUNT_ID,False
facebook:acct_78650d5e21123e3ef721,facebook,,nagirin.res,https://www.facebook.com/nagirin.res,HOLD_NEEDS_CHANNEL_REVIEW,NO_REVIEWED_PLATFORM_ACCOUNT_ID,False
facebook:acct_7d3045ac1002b80e061e,facebook,,kayo.orenji,https://www.facebook.com/kayo.orenji,HOLD_NEEDS_CHANNEL_REVIEW,NO_REVIEWED_PLATFORM_ACCOUNT_ID,False
facebook:acct_7ecc4d3304bf5bb7ff10,facebook,,61586303101471,https://www.facebook.com/profile.php?id=61586303101471,HOLD_NEEDS_CHANNEL_REVIEW,NO_REVIEWED_PLATFORM_ACCOUNT_ID,False
facebook:acct_7edb29a60ee22ce5c01c,facebook,,LazadaThailand,https://www.facebook.com/LazadaThailand,HOLD_NEEDS_CHANNEL_REVIEW,NO_REVIEWED_PLATFORM_ACCOUNT_ID,False
facebook:acct_831f6a327c6875456fe1,facebook,,urpoppy,https://www.facebook.com/urpoppy,HOLD_NEEDS_CHANNEL_REVIEW,NO_REVIEWED_PLATFORM_ACCOUNT_ID,False
facebook:acct_83d879997d3fb7fcfbbd,facebook,,puipuimemory,https://www.facebook.com/puipuimemory,HOLD_NEEDS_CHANNEL_REVIEW,NO_REVIEWED_PLATFORM_ACCOUNT_ID,False
facebook:acct_85a71a11ba115e6b6f87,facebook,,SaiMaiZVtuberTH,https://www.facebook.com/SaiMaiZVtuberTH,HOLD_NEEDS_CHANNEL_REVIEW,NO_REVIEWED_PLATFORM_ACCOUNT_ID,False
