sample_id,channel_id,video_id,year,video_published_at,time_bin,sampling_reason,t5_capture_count,t5_output_file
smp_UCOGGZpm_2025_YxTGFNlkKCE,UCOGGZpm2i6PXFI9yBvEueRA,YxTGFNlkKCE,2025,2025-06-04T11:00:06+00:00,bin_3_may_jun,baseline_stratified,94,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCOGGZpm2i6PXFI9yBvEueRA\YxTGFNlkKCE.parquet
smp_UCOGGZpm_2025_fMTqUiKwTM8,UCOGGZpm2i6PXFI9yBvEueRA,fMTqUiKwTM8,2025,2025-05-23T11:58:13+00:00,bin_3_may_jun,baseline_stratified,99,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCOGGZpm2i6PXFI9yBvEueRA\fMTqUiKwTM8.parquet
smp_UCOaTgKP_2025_LlzsfiXgY2U,UCOaTgKPjI9cgXLoDW7XFDDw,LlzsfiXgY2U,2025,2025-05-09T17:51:10+00:00,bin_3_may_jun,baseline_stratified,88,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCOaTgKPjI9cgXLoDW7XFDDw\LlzsfiXgY2U.parquet
smp_UCQSPYuD_2025_aa1nZZnsdzI,UCQSPYuDISdhcuvXsAhn3BTQ,aa1nZZnsdzI,2025,2025-01-29T10:00:03+00:00,bin_1_jan_feb,baseline_stratified,98,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCQSPYuDISdhcuvXsAhn3BTQ\aa1nZZnsdzI.parquet
smp_UCQs4BC3_2025_Fd1k7fLeyYg,UCQs4BC3S0KSw7i0ggHXn8TA,Fd1k7fLeyYg,2025,2025-01-14T13:00:06+00:00,bin_1_jan_feb,baseline_stratified,96,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCQs4BC3S0KSw7i0ggHXn8TA\Fd1k7fLeyYg.parquet
smp_UCS9vgAE_2025_FHtlD62MYG4,UCS9vgAEQSQDhgTRIskKA2tA,FHtlD62MYG4,2025,2025-05-04T06:23:35+00:00,bin_3_may_jun,baseline_stratified,98,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCS9vgAEQSQDhgTRIskKA2tA\FHtlD62MYG4.parquet
smp_UCSOxauT_2025_lWKWZdV_T8M,UCSOxauTBY7eKbUnQ86W708Q,lWKWZdV_T8M,2025,2025-04-01T10:30:27+00:00,bin_2_mar_apr,baseline_stratified,95,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCSOxauTBY7eKbUnQ86W708Q\lWKWZdV_T8M.parquet
smp_UCSOxauT_2025_ml_KsvPN25c,UCSOxauTBY7eKbUnQ86W708Q,ml_KsvPN25c,2025,2025-05-24T09:00:06+00:00,bin_3_may_jun,baseline_stratified,96,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCSOxauTBY7eKbUnQ86W708Q\ml_KsvPN25c.parquet
smp_UCWNVjAz_2025_sB9rKPffCnY,UCWNVjAzZmYUni8YBXYiy01w,sB9rKPffCnY,2025,2025-02-22T09:00:06+00:00,bin_1_jan_feb,baseline_stratified,98,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCWNVjAzZmYUni8YBXYiy01w\sB9rKPffCnY.parquet
smp_UCWU7kvL_2025_7kRIJfyqjiQ,UCWU7kvLd_JBaBqO_ilTYd_A,7kRIJfyqjiQ,2025,2025-10-20T12:00:23+00:00,bin_5_sep_oct,baseline_stratified,98,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCWU7kvLd_JBaBqO_ilTYd_A\7kRIJfyqjiQ.parquet
smp_UCY-5Lf7_2025_mMRvkdhsfFw,UCY-5Lf7AJKFj4fudzFi1AZw,mMRvkdhsfFw,2025,2025-05-15T11:00:06+00:00,bin_3_may_jun,baseline_stratified,100,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCY-5Lf7AJKFj4fudzFi1AZw\mMRvkdhsfFw.parquet
smp_UCY-5Lf7_2025_w3_WSuQCfL0,UCY-5Lf7AJKFj4fudzFi1AZw,w3_WSuQCfL0,2025,2025-11-15T10:01:35+00:00,bin_6_nov_dec,baseline_stratified,95,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCY-5Lf7AJKFj4fudzFi1AZw\w3_WSuQCfL0.parquet
smp_UCaNQI1x_2025_sD-DF6xss2o,UCaNQI1xcU1ZC4W0guaIMgTg,sD-DF6xss2o,2025,2025-02-01T02:00:38+00:00,bin_1_jan_feb,baseline_stratified,99,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCaNQI1xcU1ZC4W0guaIMgTg\sD-DF6xss2o.parquet
smp_UCc9W8Gn_2025_cv966q0sDhU,UCc9W8GnDEHPNgt6eshaAvQw,cv966q0sDhU,2025,2025-02-25T09:07:20+00:00,bin_1_jan_feb,baseline_stratified,100,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCc9W8GnDEHPNgt6eshaAvQw\cv966q0sDhU.parquet
smp_UCcFIthT_2025_SQJj52EQfBg,UCcFIthTrwa6N-1ri9sQZstw,SQJj52EQfBg,2025,2025-07-18T12:00:07+00:00,bin_4_jul_aug,baseline_stratified,99,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCcFIthTrwa6N-1ri9sQZstw\SQJj52EQfBg.parquet
smp_UCdlpXdG_2025_nh92JhqjbCQ,UCdlpXdGT3nGDTqIlxUcufCQ,nh92JhqjbCQ,2025,2025-06-07T01:30:41+00:00,bin_3_may_jun,baseline_stratified,98,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCdlpXdGT3nGDTqIlxUcufCQ\nh92JhqjbCQ.parquet
smp_UCf-29F7_2025_8AcvkXcGVKw,UCf-29F7w_0xRTXVDFol0spQ,8AcvkXcGVKw,2025,2025-09-04T09:10:22+00:00,bin_5_sep_oct,baseline_stratified,93,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCf-29F7w_0xRTXVDFol0spQ\8AcvkXcGVKw.parquet
smp_UCf-29F7_2025_9iBxQx8gXxE,UCf-29F7w_0xRTXVDFol0spQ,9iBxQx8gXxE,2025,2025-06-19T01:30:11+00:00,bin_3_may_jun,baseline_stratified,92,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCf-29F7w_0xRTXVDFol0spQ\9iBxQx8gXxE.parquet
smp_UCf-29F7_2025_Ucyi6jYyN4c,UCf-29F7w_0xRTXVDFol0spQ,Ucyi6jYyN4c,2025,2025-07-09T11:15:08+00:00,bin_4_jul_aug,baseline_stratified,97,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCf-29F7w_0xRTXVDFol0spQ\Ucyi6jYyN4c.parquet
smp_UClIlMpd_2025_YGFnJiy3pdo,UClIlMpdlevmQHyd7qQLLNWA,YGFnJiy3pdo,2025,2025-06-21T14:15:06+00:00,bin_3_may_jun,baseline_stratified,99,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UClIlMpdlevmQHyd7qQLLNWA\YGFnJiy3pdo.parquet
smp_UCompe4f_2025_CENSh4rMicc,UCompe4fS2oUss8CGTuhOSxA,CENSh4rMicc,2025,2025-03-29T12:02:25+00:00,bin_2_mar_apr,baseline_stratified,95,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCompe4fS2oUss8CGTuhOSxA\CENSh4rMicc.parquet
smp_UCpGtwNm_2025_iOuzxRhDCQg,UCpGtwNmbOtgmcKIY81MIX_w,iOuzxRhDCQg,2025,2025-04-18T11:01:21+00:00,bin_2_mar_apr,baseline_stratified,97,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCpGtwNmbOtgmcKIY81MIX_w\iOuzxRhDCQg.parquet
smp_UCrIs26b_2025_BxvhUYSw_Lw,UCrIs26bEKOvA_lRnO2Hgscw,BxvhUYSw_Lw,2025,2025-09-08T13:00:06+00:00,bin_5_sep_oct,baseline_stratified,96,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCrIs26bEKOvA_lRnO2Hgscw\BxvhUYSw_Lw.parquet
smp_UCrIs26b_2025_N_EUXWfnoD0,UCrIs26bEKOvA_lRnO2Hgscw,N_EUXWfnoD0,2025,2025-12-18T13:53:56+00:00,bin_6_nov_dec,baseline_stratified,100,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCrIs26bEKOvA_lRnO2Hgscw\N_EUXWfnoD0.parquet
smp_UCtGhO6z_2025_Dpgu50WCBBM,UCtGhO6z6GxqtBZ4gP-3rUpA,Dpgu50WCBBM,2025,2025-12-12T05:03:53+00:00,bin_6_nov_dec,baseline_stratified,99,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCtGhO6z6GxqtBZ4gP-3rUpA\Dpgu50WCBBM.parquet
smp_UCuZ1ajv_2025_lMMaI17yMDg,UCuZ1ajvlGFUMCHZAPdetKHw,lMMaI17yMDg,2025,2025-01-13T12:33:07+00:00,bin_1_jan_feb,baseline_stratified,100,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCuZ1ajvlGFUMCHZAPdetKHw\lMMaI17yMDg.parquet
smp_UC3O5wAg_2026_DNGmsFtYrTs,UC3O5wAgEVyNA1Jw3gyi-_jA,DNGmsFtYrTs,2026,2026-01-06T02:00:17+00:00,bin_1_jan_feb,baseline_stratified,97,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UC3O5wAgEVyNA1Jw3gyi-_jA\DNGmsFtYrTs.parquet
smp_UC3O5wAg_2026_MrfuiK3uPNw,UC3O5wAgEVyNA1Jw3gyi-_jA,MrfuiK3uPNw,2026,2026-04-11T04:09:52+00:00,bin_2_mar_apr,baseline_stratified,98,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UC3O5wAgEVyNA1Jw3gyi-_jA\MrfuiK3uPNw.parquet
smp_UC8-JXAc_2026_vabk5YG7pmc,UC8-JXAccuh7DvI_A_lObw-w,vabk5YG7pmc,2026,2026-03-02T12:01:29+00:00,bin_2_mar_apr,baseline_stratified,99,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UC8-JXAccuh7DvI_A_lObw-w\vabk5YG7pmc.parquet
smp_UCC4Wb_x_2026_VzsaWgr6MRw,UCC4Wb_x57Ks43GRJ6x_wT5Q,VzsaWgr6MRw,2026,2026-09-02T10:27:03+00:00,bin_5_sep_oct,baseline_stratified,96,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCC4Wb_x57Ks43GRJ6x_wT5Q\VzsaWgr6MRw.parquet
smp_UCEZl6aW_2026_16WHvFAD9Ms,UCEZl6aWM_c93GHtB12UfxNA,16WHvFAD9Ms,2026,2026-02-20T11:30:01+00:00,bin_1_jan_feb,baseline_stratified,100,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCEZl6aWM_c93GHtB12UfxNA\16WHvFAD9Ms.parquet
smp_UCGBkYTR_2026_Fr1JCRFS87Q,UCGBkYTR4tMKS38TQHGWWLjg,Fr1JCRFS87Q,2026,2026-08-11T10:00:12+00:00,bin_4_jul_aug,baseline_stratified,96,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCGBkYTR4tMKS38TQHGWWLjg\Fr1JCRFS87Q.parquet
smp_UCGBkYTR_2026_Jdg5oahcFqA,UCGBkYTR4tMKS38TQHGWWLjg,Jdg5oahcFqA,2026,2026-06-03T10:00:12+00:00,bin_3_may_jun,baseline_stratified,99,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCGBkYTR4tMKS38TQHGWWLjg\Jdg5oahcFqA.parquet
smp_UCGBkYTR_2026_aJSK2kcKHog,UCGBkYTR4tMKS38TQHGWWLjg,aJSK2kcKHog,2026,2026-02-20T11:51:55+00:00,bin_1_jan_feb,baseline_stratified,94,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCGBkYTR4tMKS38TQHGWWLjg\aJSK2kcKHog.parquet
smp_UCGtjAVY_2026_yHmq5RW942E,UCGtjAVYcncs1AJ5hQY0gASQ,yHmq5RW942E,2026,2026-02-13T08:01:16+00:00,bin_1_jan_feb,baseline_stratified,100,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCGtjAVYcncs1AJ5hQY0gASQ\yHmq5RW942E.parquet
smp_UCHhIQk2_2026_426_HdlyY24,UCHhIQk2SuVBxR4H2PH_3j2Q,426_HdlyY24,2026,2026-04-01T00:00:03+00:00,bin_2_mar_apr,baseline_stratified,96,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCHhIQk2SuVBxR4H2PH_3j2Q\426_HdlyY24.parquet
smp_UCIxWJ7k_2026_pXhz58b2nGs,UCIxWJ7k2MWKT6sIg3mLjkTg,pXhz58b2nGs,2026,2026-02-02T02:57:58+00:00,bin_1_jan_feb,baseline_stratified,97,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCIxWJ7k2MWKT6sIg3mLjkTg\pXhz58b2nGs.parquet
smp_UCL7lolC_2026_kW_0bAz9efY,UCL7lolCifod5V21pPzR3K-w,kW_0bAz9efY,2026,2026-02-17T12:00:06+00:00,bin_1_jan_feb,baseline_stratified,97,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCL7lolCifod5V21pPzR3K-w\kW_0bAz9efY.parquet
smp_UCOGGZpm_2026_yBHOSnZf9oQ,UCOGGZpm2i6PXFI9yBvEueRA,yBHOSnZf9oQ,2026,2026-05-10T15:12:39+00:00,bin_3_may_jun,baseline_stratified,99,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCOGGZpm2i6PXFI9yBvEueRA\yBHOSnZf9oQ.parquet
smp_UCQSPYuD_2026_qbZHZQxScIs,UCQSPYuDISdhcuvXsAhn3BTQ,qbZHZQxScIs,2026,2026-05-15T09:12:01+00:00,bin_3_may_jun,baseline_stratified,94,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCQSPYuDISdhcuvXsAhn3BTQ\qbZHZQxScIs.parquet
smp_UCSR9HXX_2026_GTyyy5sLTeg,UCSR9HXXmM7Er6ebxyIoBgpw,GTyyy5sLTeg,2026,2026-05-25T11:00:38+00:00,bin_3_may_jun,baseline_stratified,95,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCSR9HXXmM7Er6ebxyIoBgpw\GTyyy5sLTeg.parquet
smp_UCSR9HXX_2026_TvVe4Ov_fy0,UCSR9HXXmM7Er6ebxyIoBgpw,TvVe4Ov_fy0,2026,2026-07-11T05:00:37+00:00,bin_4_jul_aug,baseline_stratified,99,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCSR9HXXmM7Er6ebxyIoBgpw\TvVe4Ov_fy0.parquet
smp_UCf-29F7_2026_cZwAIaGAxdg,UCf-29F7w_0xRTXVDFol0spQ,cZwAIaGAxdg,2026,2026-01-03T22:31:24+00:00,bin_1_jan_feb,baseline_stratified,96,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCf-29F7w_0xRTXVDFol0spQ\cZwAIaGAxdg.parquet
smp_UCompe4f_2026_XSWEtg7DH1M,UCompe4fS2oUss8CGTuhOSxA,XSWEtg7DH1M,2026,2026-03-28T03:00:34+00:00,bin_2_mar_apr,baseline_stratified,96,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCompe4fS2oUss8CGTuhOSxA\XSWEtg7DH1M.parquet
smp_UCompe4f_2026_nMxWT3HuU6Y,UCompe4fS2oUss8CGTuhOSxA,nMxWT3HuU6Y,2026,2026-05-23T04:00:05+00:00,bin_3_may_jun,baseline_stratified,97,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCompe4fS2oUss8CGTuhOSxA\nMxWT3HuU6Y.parquet
smp_UCpGtwNm_2026_LF2cPR6FF4A,UCpGtwNmbOtgmcKIY81MIX_w,LF2cPR6FF4A,2026,2026-02-25T11:00:40+00:00,bin_1_jan_feb,baseline_stratified,94,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCpGtwNmbOtgmcKIY81MIX_w\LF2cPR6FF4A.parquet
smp_UCpGtwNm_2026_a4tfqpRMK5o,UCpGtwNmbOtgmcKIY81MIX_w,a4tfqpRMK5o,2026,2026-05-17T11:00:01+00:00,bin_3_may_jun,baseline_stratified,96,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCpGtwNmbOtgmcKIY81MIX_w\a4tfqpRMK5o.parquet
smp_UCpGtwNm_2026_ngEBOlB3fDU,UCpGtwNmbOtgmcKIY81MIX_w,ngEBOlB3fDU,2026,2026-04-10T11:01:22+00:00,bin_2_mar_apr,baseline_stratified,96,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCpGtwNmbOtgmcKIY81MIX_w\ngEBOlB3fDU.parquet
smp_UCpGtwNm_2026_yBzsXAkx4tc,UCpGtwNmbOtgmcKIY81MIX_w,yBzsXAkx4tc,2026,2026-05-23T11:00:12+00:00,bin_3_may_jun,baseline_stratified,100,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCpGtwNmbOtgmcKIY81MIX_w\yBzsXAkx4tc.parquet
smp_UCqhhWjp_2026_1T_LtwyLOYw,UCqhhWjpw23dWhJ5rRwCCrMA,1T_LtwyLOYw,2026,2026-06-12T11:00:15+00:00,bin_3_may_jun,baseline_stratified,98,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCqhhWjpw23dWhJ5rRwCCrMA\1T_LtwyLOYw.parquet
smp_UCrIs26b_2026_CFOuVphD9K8,UCrIs26bEKOvA_lRnO2Hgscw,CFOuVphD9K8,2026,2026-04-30T10:06:00+00:00,bin_2_mar_apr,baseline_stratified,98,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCrIs26bEKOvA_lRnO2Hgscw\CFOuVphD9K8.parquet
smp_UCtGhO6z_2026_7gr4CxASrgw,UCtGhO6z6GxqtBZ4gP-3rUpA,7gr4CxASrgw,2026,2026-04-12T08:20:25+00:00,bin_2_mar_apr,baseline_stratified,98,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCtGhO6z6GxqtBZ4gP-3rUpA\7gr4CxASrgw.parquet
smp_UCtGhO6z_2026_8aj9qzvavtY,UCtGhO6z6GxqtBZ4gP-3rUpA,8aj9qzvavtY,2026,2026-01-09T06:59:20+00:00,bin_1_jan_feb,baseline_stratified,100,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCtGhO6z6GxqtBZ4gP-3rUpA\8aj9qzvavtY.parquet
