event_id,creator_channel_id,creator_name,agency,event_type,event_date,event_year,evidence_tier,creator_source_class,verification_status,source_type,source_reference,retrieved_at,notes
evt_first_appearance_UCJ6HUQOWS_20171106,UCJ6HUQOWSjCHHdOgz13zFlA,TheQuillmon ⌜VZ⌟,Virtual Zeven (VZ),FIRST_APPEARANCE,2017-11-06,2017,SECONDARY_DOCUMENTED,SECONDARY_DOCUMENTED,SECONDARY_DOCUMENTED,EXTERNAL_WIKI_AND_ANNOUNCEMENT,https://virtualyoutuber.fandom.com/wiki/Virtual_Zeven,2026-09-09T05:30:40.708062+00:00,First VTuber appearance on 2017-11-06; pioneer Thai VTuber.
evt_re_debut_UCJ6HUQOWS_20240427,UCJ6HUQOWSjCHHdOgz13zFlA,TheQuillmon ⌜VZ⌟,Virtual Zeven (VZ),RE_DEBUT,2024-04-27,2024,SECONDARY_DOCUMENTED,SECONDARY_DOCUMENTED,SECONDARY_DOCUMENTED,EXTERNAL_WIKI_AND_ANNOUNCEMENT,https://virtualyoutuber.fandom.com/wiki/Virtual_Zeven,2026-09-09T05:30:40.708062+00:00,Re-debuted with Live2D model under Virtual Zeven (The Good Old Days unit).
evt_first_observed_UCDSn4Ql7f_20230131,UCDSn4Ql7fuyjxsSNOws81iQ,BorntoDev,Independent,FIRST_OBSERVED,2023-01-31,2023,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2023-01-31 11:00:42+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2023-01-31 11:00:42+00:00). Not verified debut stream.
evt_first_observed_UCyA1KEXjc_20180926,UCyA1KEXjcq2za_bsJp9KmZQ,RAF4EL,Independent,FIRST_OBSERVED,2018-09-26,2018,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2018-09-26 05:53:54+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2018-09-26 05:53:54+00:00). Not verified debut stream.
evt_first_observed_UCMvc8BlQ7_20210108,UCMvc8BlQ7r5gRbz-D2EY0LA,HØRI 07 ⌜VZ⌟,Virtual Zeven (VZ),FIRST_OBSERVED,2021-01-08,2021,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2021-01-08 10:09:59+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2021-01-08 10:09:59+00:00). Not verified debut stream.
evt_first_observed_UCPtSgQ5-y_20210405,UCPtSgQ5-yCPl9wbo5w7tmWQ,Evalia Ch.【ARP】,Algorhythm Project,FIRST_OBSERVED,2021-04-05,2021,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2021-04-05 11:45:00+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2021-04-05 11:45:00+00:00). Not verified debut stream.
evt_debut_UCR1Htb-H1_20210515,UCR1Htb-H1-tus7UPotPh69A,Laibaht Ch. / หลายบาท,Independent,DEBUT,2021-05-15,2021,SECONDARY_DOCUMENTED,SECONDARY_DOCUMENTED,SECONDARY_DOCUMENTED,EXTERNAL_WIKI_AND_YOUTUBE,https://virtualyoutuber.fandom.com/wiki/Laibaht,2026-09-09T05:30:40.708062+00:00,Debuted on 2021-05-15 as member of Algorhythm Project (Eclipse unit).
evt_first_observed_UCAr4U_HGM_20230315,UCAr4U_HGMYXn1EZjdWiGSLQ,Baabel Ch.【ARP】,Algorhythm Project,FIRST_OBSERVED,2023-03-15,2023,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2023-03-15 10:09:18+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2023-03-15 10:09:18+00:00). Not verified debut stream.
evt_first_observed_UCdYlA3Qi1_20230302,UCdYlA3Qi1TnZwThS9Rb7dog,JayloNy,Independent,FIRST_OBSERVED,2023-03-02,2023,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2023-03-02 12:39:03+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2023-03-02 12:39:03+00:00). Not verified debut stream.
evt_first_observed_UCg53fzp6U_20220609,UCg53fzp6UNYvsyAg8UoNXCA,Draki Kona Ch. Lumina-First-Myth,Lumina Live,FIRST_OBSERVED,2022-06-09,2022,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2022-06-09 17:05:41+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2022-06-09 17:05:41+00:00). Not verified debut stream.
evt_first_observed_UCNTEr2_96_20230316,UCNTEr2_96vJnXNazr5MwNLA,Schneider Ch.【ARP】,Algorhythm Project,FIRST_OBSERVED,2023-03-16,2023,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2023-03-16 08:03:54+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2023-03-16 08:03:54+00:00). Not verified debut stream.
evt_first_observed_UCi2T9exDd_20210112,UCi2T9exDdJRTsxL1vnNV9gQ,Nanino Channel,Independent,FIRST_OBSERVED,2021-01-12,2021,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2021-01-12 13:30:08+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2021-01-12 13:30:08+00:00). Not verified debut stream.
evt_debut_UCrYkQnbL__20210826,UCrYkQnbL_OiYyGuiZyvcO7g,Hey Solly,Independent,DEBUT,2021-08-26,2021,SECONDARY_DOCUMENTED,SECONDARY_DOCUMENTED,SECONDARY_DOCUMENTED,EXTERNAL_WIKI_AND_YOUTUBE,https://virtualyoutuber.fandom.com/wiki/Solly,2026-09-09T05:30:40.708062+00:00,Debuted on 2021-08-26 as independent Thai VTuber.
evt_hiatus_observed_proxy_UCrYkQnbL__20240827,UCrYkQnbL_OiYyGuiZyvcO7g,Hey Solly,Independent,HIATUS_OBSERVED_PROXY,2024-08-27,2024,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,REGISTRY_INACTIVITY_PROXY,thai_vtuber_registry.json:last_video_published_at=2024-08-27T11:00:07+00:00,2026-09-09T05:30:40.708062+00:00,Observed hiatus boundary based on last public activity recorded on 2024-08-27 (>180d inactive).
evt_first_observed_UCeijqgCP9_20191013,UCeijqgCP9z3zLJ-uwQzvFtQ,Sora A.C.G.,Independent,FIRST_OBSERVED,2019-10-13,2019,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2019-10-13 05:00:01+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2019-10-13 05:00:01+00:00). Not verified debut stream.
evt_first_observed_UCM69uU9b__20210904,UCM69uU9b_raR3mcACHeivgg,Pyork The Pork,Independent,FIRST_OBSERVED,2021-09-04,2021,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2021-09-04 14:00:11+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2021-09-04 14:00:11+00:00). Not verified debut stream.
evt_first_observed_UCWNVjAzZm_20191006,UCWNVjAzZmYUni8YBXYiy01w,dtto.,Independent,FIRST_OBSERVED,2019-10-06,2019,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2019-10-06 22:15:16+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2019-10-06 22:15:16+00:00). Not verified debut stream.
evt_first_observed_UCaNQI1xcU_20241228,UCaNQI1xcU1ZC4W0guaIMgTg,ศาลเจ้ามังกรเนื้อทอง,Independent,FIRST_OBSERVED,2024-12-28,2024,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2024-12-28 02:00:30+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2024-12-28 02:00:30+00:00). Not verified debut stream.
evt_first_observed_UCY-5Lf7AJ_20210824,UCY-5Lf7AJKFj4fudzFi1AZw,TeenWISU,Independent,FIRST_OBSERVED,2021-08-24,2021,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2021-08-24 09:29:48+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2021-08-24 09:29:48+00:00). Not verified debut stream.
evt_first_observed_UCMhUWTKBj_20190412,UCMhUWTKBjrRSacizvjq3HLg,L4zyGone,Independent,FIRST_OBSERVED,2019-04-12,2019,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2019-04-12 08:56:08+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2019-04-12 08:56:08+00:00). Not verified debut stream.
evt_first_observed_UCXwc3r1q3_20250208,UCXwc3r1q3yyxugIq2KM9K7A,Plathong Ch.,Independent,FIRST_OBSERVED,2025-02-08,2025,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2025-02-08 05:25:05+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2025-02-08 05:25:05+00:00). Not verified debut stream.
evt_first_observed_UCNGyEYW2p_20211215,UCNGyEYW2pFjhR_YqSuC4zjg,SAYU Ch. 小百合さゆ,Independent,FIRST_OBSERVED,2021-12-15,2021,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2021-12-15 13:00:11+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2021-12-15 13:00:11+00:00). Not verified debut stream.
evt_first_observed_UCHhIQk2Su_20211211,UCHhIQk2SuVBxR4H2PH_3j2Q,นานาโฮชิ นานะ / 七星ナナ,Independent,FIRST_OBSERVED,2021-12-11,2021,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2021-12-11 05:30:01+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2021-12-11 05:30:01+00:00). Not verified debut stream.
evt_first_observed_UCcgDP2Rme_20231211,UCcgDP2RmeCqW1GTms1mkUlQ,Karu Ch.【ARP】,Algorhythm Project,FIRST_OBSERVED,2023-12-11,2023,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2023-12-11 11:22:52+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2023-12-11 11:22:52+00:00). Not verified debut stream.
evt_debut_UCafG1bj6Q_20201008,UCafG1bj6Qtcbn4bozcicWfA,ZONA Ch.,Polygon Official,DEBUT,2020-10-08,2020,SECONDARY_DOCUMENTED,SECONDARY_DOCUMENTED,SECONDARY_DOCUMENTED,EXTERNAL_WIKI_AND_YOUTUBE,https://virtualyoutuber.fandom.com/wiki/Zona,2026-09-09T05:30:40.708062+00:00,Debuted on 2020-10-08 as member of Polygon Project 1st Gen (POLAR1SS).
evt_first_observed_UCt1L2vxqF_20191210,UCt1L2vxqFD0xZeYHeHPZQoQ,CooGa,Independent,FIRST_OBSERVED,2019-12-10,2019,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2019-12-10 10:00:11+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2019-12-10 10:00:11+00:00). Not verified debut stream.
evt_first_observed_UCSR9HXXmM_20250710,UCSR9HXXmM7Er6ebxyIoBgpw,Stamp LMTY ⌜VZ⌟,Virtual Zeven (VZ),FIRST_OBSERVED,2025-07-10,2025,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2025-07-10 04:01:04+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2025-07-10 04:01:04+00:00). Not verified debut stream.
evt_first_observed_UClIlMpdle_20220710,UClIlMpdlevmQHyd7qQLLNWA,ghostmaiky,Independent,FIRST_OBSERVED,2022-07-10,2022,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2022-07-10 14:09:36+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2022-07-10 14:09:36+00:00). Not verified debut stream.
evt_first_observed_UCvTchQs3V_20231006,UCvTchQs3VuPF74Y3e6pPAMQ,SwordAce,Independent,FIRST_OBSERVED,2023-10-06,2023,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2023-10-06 09:00:23+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2023-10-06 09:00:23+00:00). Not verified debut stream.
evt_first_observed_UCf-29F7w__20250619,UCf-29F7w_0xRTXVDFol0spQ,Roxzy ロキジー,Independent,FIRST_OBSERVED,2025-06-19,2025,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2025-06-19 01:30:11+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2025-06-19 01:30:11+00:00). Not verified debut stream.
evt_first_observed_UCQSPYuDIS_20211001,UCQSPYuDISdhcuvXsAhn3BTQ,Lunatrix Ch.,Independent,FIRST_OBSERVED,2021-10-01,2021,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2021-10-01 14:00:11+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2021-10-01 14:00:11+00:00). Not verified debut stream.
evt_first_observed_UCw64ItsCX_20220630,UCw64ItsCX0Cb4lCjb68oTpw,Eileennoir Ch.,Independent,FIRST_OBSERVED,2022-06-30,2022,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2022-06-30 15:09:57+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2022-06-30 15:09:57+00:00). Not verified debut stream.
evt_debut_UCXtQTtPJe_20200629,UCXtQTtPJedfjqEPysorbsMg,久檻夜くぅ / Qualia Qu Ch.,Independent,DEBUT,2020-06-29,2020,SECONDARY_DOCUMENTED,SECONDARY_DOCUMENTED,SECONDARY_DOCUMENTED,EXTERNAL_WIKI_AND_YOUTUBE,https://virtualyoutuber.fandom.com/wiki/Qualia_Qu,2026-09-09T05:30:40.708062+00:00,Debuted on 2020-06-29 as Thai/Japanese bilingual independent VTuber.
evt_graduation_UCXtQTtPJe_20220331,UCXtQTtPJedfjqEPysorbsMg,久檻夜くぅ / Qualia Qu Ch.,Independent,GRADUATION,2022-03-31,2022,SECONDARY_DOCUMENTED,SECONDARY_DOCUMENTED,SECONDARY_DOCUMENTED,EXTERNAL_WIKI_AND_ANNOUNCEMENT,https://virtualyoutuber.fandom.com/wiki/Qualia_Qu,2026-09-09T05:30:40.708062+00:00,Official retirement and graduation on 2022-03-31.
evt_first_observed_UCXuiHw-k0_20211124,UCXuiHw-k05CnSu5_DjKUytw,LIVIANA Ch.,Independent,FIRST_OBSERVED,2021-11-24,2021,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2021-11-24 13:00:31+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2021-11-24 13:00:31+00:00). Not verified debut stream.
evt_debut_UCutz6S1Dc_20210310,UCutz6S1DcEHPnEb_r9ztkzg,Hinabe HongFei Ch. Pixela Project,Pixela Project,DEBUT,2021-03-10,2021,SECONDARY_DOCUMENTED,SECONDARY_DOCUMENTED,SECONDARY_DOCUMENTED,EXTERNAL_WIKI_AND_YOUTUBE,https://virtualyoutuber.fandom.com/wiki/Hinabe_HongFei,2026-09-09T05:30:40.708062+00:00,Debuted on 2021-03-10 as Pixela 1st Generation member.
evt_graduation_UCutz6S1Dc_20231128,UCutz6S1DcEHPnEb_r9ztkzg,Hinabe HongFei Ch. Pixela Project,Pixela Project,GRADUATION,2023-11-28,2023,PRIMARY_EVENT_SPECIFIC,PRIMARY_OFFICIAL_ANNOUNCEMENT,PRIMARY_EVENT_SPECIFIC,OFFICIAL_AGENCY_ANNOUNCEMENT,https://x.com/PixelaProject/status/1723657388706857187,2026-09-09T05:30:40.708062+00:00,Retired on 2023-11-28.
evt_first_observed_UCni4SBfvm_20191028,UCni4SBfvmKlD7bu_ZWDmKiQ,CoolRin CH,Independent,FIRST_OBSERVED,2019-10-28,2019,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2019-10-28 12:10:52+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2019-10-28 12:10:52+00:00). Not verified debut stream.
evt_hiatus_observed_proxy_UCni4SBfvm_20240213,UCni4SBfvmKlD7bu_ZWDmKiQ,CoolRin CH,Independent,HIATUS_OBSERVED_PROXY,2024-02-13,2024,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,REGISTRY_INACTIVITY_PROXY,thai_vtuber_registry.json:last_video_published_at=2024-02-13T15:12:33+00:00,2026-09-09T05:30:40.708062+00:00,Observed hiatus boundary based on last public activity recorded on 2024-02-13 (>180d inactive).
evt_first_observed_UCpWF1pMyJ_20210321,UCpWF1pMyJtMvlynspGnThdw,MamMam Ch. 真夢マム,Independent,FIRST_OBSERVED,2021-03-21,2021,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2021-03-21 13:52:56+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2021-03-21 13:52:56+00:00). Not verified debut stream.
evt_hiatus_observed_proxy_UCpWF1pMyJ_20220618,UCpWF1pMyJtMvlynspGnThdw,MamMam Ch. 真夢マム,Independent,HIATUS_OBSERVED_PROXY,2022-06-18,2022,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,REGISTRY_INACTIVITY_PROXY,thai_vtuber_registry.json:last_video_published_at=2022-06-18T02:18:46+00:00,2026-09-09T05:30:40.708062+00:00,Observed hiatus boundary based on last public activity recorded on 2022-06-18 (>180d inactive).
evt_debut_UCDCOWpzyB_20220219,UCDCOWpzyBFsavT-K7AmN3MQ,Azato Stacia Ch.,Independent,DEBUT,2022-02-19,2022,SECONDARY_DOCUMENTED,SECONDARY_DOCUMENTED,SECONDARY_DOCUMENTED,EXTERNAL_WIKI_AND_YOUTUBE,https://virtualyoutuber.fandom.com/wiki/Azato_Stacia,2026-09-09T05:30:40.708062+00:00,Debuted on 2022-02-19 as independent Thai VTuber.
evt_debut_UCZilc7jP-_20201014,UCZilc7jP-X_92Fii1uTIs0Q,Hoku Ch.,Independent,DEBUT,2020-10-14,2020,SECONDARY_DOCUMENTED,SECONDARY_DOCUMENTED,SECONDARY_DOCUMENTED,EXTERNAL_WIKI_AND_YOUTUBE,https://virtualyoutuber.fandom.com/wiki/Hoku,2026-09-09T05:30:40.708062+00:00,Debuted on 2020-10-14 as member of Polygon Project 1st Gen (POLAR1SS).
evt_first_observed_UCWU7kvLd__20210903,UCWU7kvLd_JBaBqO_ilTYd_A,Zekai Ch.【ARP】,Algorhythm Project,FIRST_OBSERVED,2021-09-03,2021,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2021-09-03 14:01:43+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2021-09-03 14:01:43+00:00). Not verified debut stream.
evt_debut_UC0Ky1U__7_20210815,UC0Ky1U__7T2Z5SOZCvNlJ-Q,Beariss Beam,Independent,DEBUT,2021-08-15,2021,SECONDARY_DOCUMENTED,SECONDARY_DOCUMENTED,SECONDARY_DOCUMENTED,EXTERNAL_WIKI_AND_YOUTUBE,https://virtualyoutuber.fandom.com/wiki/Beariss_Beam,2026-09-09T05:30:40.708062+00:00,Debuted as independent Thai VTuber illustrated by Jimo.
evt_hiatus_observed_proxy_UC0Ky1U__7_20251013,UC0Ky1U__7T2Z5SOZCvNlJ-Q,Beariss Beam,Independent,HIATUS_OBSERVED_PROXY,2025-10-13,2025,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,REGISTRY_INACTIVITY_PROXY,thai_vtuber_registry.json:last_video_published_at=2025-10-13T02:56:11+00:00,2026-09-09T05:30:40.708062+00:00,Observed hiatus boundary based on last public activity recorded on 2025-10-13 (>180d inactive).
evt_debut_UC7iCSRt7J_20200320,UC7iCSRt7Jej2XE0MaM9gPgg,YuChan Channel ⌜VZ⌟,Virtual Zeven (VZ),DEBUT,2020-03-20,2020,SECONDARY_DOCUMENTED,SECONDARY_DOCUMENTED,SECONDARY_DOCUMENTED,EXTERNAL_WIKI_AND_ANNOUNCEMENT,https://virtualyoutuber.fandom.com/wiki/Virtual_Zeven,2026-09-09T05:30:40.708062+00:00,Pioneer Thai VTuber under Kadokawa Amarin (Phoenix Next) debuted 2020-03-20.
evt_hiatus_UC7iCSRt7J_20211209,UC7iCSRt7Jej2XE0MaM9gPgg,YuChan Channel ⌜VZ⌟,Virtual Zeven (VZ),HIATUS,2021-12-09,2021,SECONDARY_DOCUMENTED,SECONDARY_DOCUMENTED,SECONDARY_DOCUMENTED,EXTERNAL_WIKI_AND_ANNOUNCEMENT,https://virtualyoutuber.fandom.com/wiki/Virtual_Zeven,2026-09-09T05:30:40.708062+00:00,Last live stream on 2021-12-09 before hiatus.
evt_hiatus_observed_proxy_UC7iCSRt7J_20200928,UC7iCSRt7Jej2XE0MaM9gPgg,YuChan Channel ⌜VZ⌟,Virtual Zeven (VZ),HIATUS_OBSERVED_PROXY,2020-09-28,2020,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,REGISTRY_INACTIVITY_PROXY,thai_vtuber_registry.json:last_video_published_at=2020-09-28T16:24:25+00:00,2026-09-09T05:30:40.708062+00:00,Observed hiatus boundary based on last public activity recorded on 2020-09-28 (>180d inactive).
evt_debut_UCFSkExeBc_20210509,UCFSkExeBcqI4nb_ArHeByNw,シノライラ - Shino Laila【WACTOR】,WACTOR,DEBUT,2021-05-09,2021,SECONDARY_DOCUMENTED,SECONDARY_DOCUMENTED,SECONDARY_DOCUMENTED,EXTERNAL_WIKI_AND_YOUTUBE,https://virtualyoutuber.fandom.com/wiki/Shino_Laila,2026-09-09T05:30:40.708062+00:00,Debuted on 2021-05-09 as WACTOR 2nd Gen member.
evt_suspension_UCFSkExeBc_20211128,UCFSkExeBcqI4nb_ArHeByNw,シノライラ - Shino Laila【WACTOR】,WACTOR,SUSPENSION,2021-11-28,2021,PRIMARY_EVENT_SPECIFIC,PRIMARY_OFFICIAL_ANNOUNCEMENT,PRIMARY_EVENT_SPECIFIC,OFFICIAL_AGENCY_ANNOUNCEMENT,https://twitter.com/MiraisMaid/status/1464928236165509121,2026-09-09T05:30:40.708062+00:00,Suspension notice issued by WACTOR management on 2021-11-28.
evt_graduation_or_departure_UCFSkExeBc_20220416,UCFSkExeBcqI4nb_ArHeByNw,シノライラ - Shino Laila【WACTOR】,WACTOR,GRADUATION_OR_DEPARTURE,2022-04-16,2022,PRIMARY_EVENT_SPECIFIC,CREATOR_PRIMARY_STATEMENT,PRIMARY_EVENT_SPECIFIC,PUBLIC_TALENT_STATEMENT,https://twitter.com/Eileennoir/status/1515286596886499330,2026-09-09T05:30:40.708062+00:00,Public announcement of departure and agency dissociation on 2022-04-16.
evt_first_observed_UCKPcwla_m_20211108,UCKPcwla_mvpdBnyjHYTiwoQ,Puipui Memory,Independent,FIRST_OBSERVED,2021-11-08,2021,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2021-11-08 07:24:42+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2021-11-08 07:24:42+00:00). Not verified debut stream.
evt_hiatus_observed_proxy_UCKPcwla_m_20260220,UCKPcwla_mvpdBnyjHYTiwoQ,Puipui Memory,Independent,HIATUS_OBSERVED_PROXY,2026-02-20,2026,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,REGISTRY_INACTIVITY_PROXY,thai_vtuber_registry.json:last_video_published_at=2026-02-20T07:53:35+00:00,2026-09-09T05:30:40.708062+00:00,Observed hiatus boundary based on last public activity recorded on 2026-02-20 (>180d inactive).
evt_debut_UCOaTgKPjI_20210316,UCOaTgKPjI9cgXLoDW7XFDDw,Princess Zelina Ch. Pixela Project,Pixela Project,DEBUT,2021-03-16,2021,SECONDARY_DOCUMENTED,SECONDARY_DOCUMENTED,SECONDARY_DOCUMENTED,EXTERNAL_WIKI_AND_YOUTUBE,https://virtualyoutuber.fandom.com/wiki/Princess_Zelina,2026-09-09T05:30:40.708062+00:00,Debuted on 2021-03-16 as Pixela 1st Generation member.
evt_graduation_UCOaTgKPjI_20250509,UCOaTgKPjI9cgXLoDW7XFDDw,Princess Zelina Ch. Pixela Project,Pixela Project,GRADUATION,2025-05-09,2025,PRIMARY_EVENT_SPECIFIC,PRIMARY_OFFICIAL_ANNOUNCEMENT,PRIMARY_EVENT_SPECIFIC,OFFICIAL_AGENCY_ANNOUNCEMENT,https://x.com/PixelaProject/status/1920783180422176880,2026-09-09T05:30:40.708062+00:00,Graduation announced by Pixela on 2025-03-07; final activities completed on 2025-05-09.
evt_first_observed_UCjGGp-gPh_20190917,UCjGGp-gPhMgxgIKxjShbYtA,Terios Ch.,Independent,FIRST_OBSERVED,2019-09-17,2019,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2019-09-17 13:25:33+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2019-09-17 13:25:33+00:00). Not verified debut stream.
