event_id,creator_channel_id,creator_name,agency,event_type,event_date,event_year,evidence_tier,creator_source_class,verification_status,source_type,source_reference,retrieved_at,notes
evt_first_observed_UCRNJOb6iR_20190430,UCRNJOb6iROvOKqWiB9H1lBg,JayVounter,Independent,FIRST_OBSERVED,2019-04-30,2019,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2019-04-30 13:00:17+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2019-04-30 13:00:17+00:00). Not verified debut stream.
evt_first_observed_UCO6R8Pc5g_20220220,UCO6R8Pc5g2R7ObJQPBGppdg,Baku Ch.【ARP】,Algorhythm Project,FIRST_OBSERVED,2022-02-20,2022,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2022-02-20 13:39:42+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2022-02-20 13:39:42+00:00). Not verified debut stream.
evt_first_observed_UCVhHSmzes_20250114,UCVhHSmzes15AABN5pKcq7bQ,พรี่โอม Omoro & คุณนายกระต่าย BunBun,Independent,FIRST_OBSERVED,2025-01-14,2025,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2025-01-14 14:49:55+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2025-01-14 14:49:55+00:00). Not verified debut stream.
evt_debut_UCVAsOHcLL_20220125,UCVAsOHcLLGVQq6aOpesOwBQ,Hanabi Lafy Ch. Pixela-Isekai,Pixela Project,DEBUT,2022-01-25,2022,SECONDARY_DOCUMENTED,SECONDARY_DOCUMENTED,SECONDARY_DOCUMENTED,EXTERNAL_WIKI_AND_YOUTUBE,https://virtualyoutuber.fandom.com/wiki/Hanabi_Lafy,2026-09-09T05:30:40.708062+00:00,Debuted on 2022-01-25 as member of Pixela Legends.
evt_graduation_UCQs4BC3S0_20250402,UCQs4BC3S0KSw7i0ggHXn8TA,Quentin Ch.【ARP】,Algorhythm Project,GRADUATION,2025-04-02,2025,PRIMARY_EVENT_SPECIFIC,PRIMARY_OFFICIAL_ANNOUNCEMENT,PRIMARY_EVENT_SPECIFIC,OFFICIAL_AGENCY_ANNOUNCEMENT,https://x.com/ARP_Vtuber/status/1897988102767231056,2026-09-09T05:30:40.708062+00:00,Official graduation from Algorhythm Project on 2025-04-02.
evt_first_observed_UCQs4BC3S0_20240609,UCQs4BC3S0KSw7i0ggHXn8TA,Quentin Ch.【ARP】,Algorhythm Project,FIRST_OBSERVED,2024-06-09,2024,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2024-06-09 10:07:25+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2024-06-09 10:07:25+00:00). Not verified debut stream.
evt_first_observed_UC-1J1TwDC_20220101,UC-1J1TwDCLKe2p4HVchqGiw,Mosant Ch.,Independent,FIRST_OBSERVED,2022-01-01,2022,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2022-01-01 02:00:22+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2022-01-01 02:00:22+00:00). Not verified debut stream.
evt_first_observed_UCS9vgAEQS_20230806,UCS9vgAEQSQDhgTRIskKA2tA,Ark Ch.【ARP】,Algorhythm Project,FIRST_OBSERVED,2023-08-06,2023,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2023-08-06 12:04:15+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2023-08-06 12:04:15+00:00). Not verified debut stream.
evt_first_observed_UCZYTMrnVm_20240515,UCZYTMrnVmu1iUVyGeqB6zJQ,T-Reina Ashyra Ch. Lumina-World-End,Lumina Live,FIRST_OBSERVED,2024-05-15,2024,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2024-05-15 08:00:09+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2024-05-15 08:00:09+00:00). Not verified debut stream.
evt_first_observed_UCjrs5Sse4_20240501,UCjrs5Sse402rafaOP-k37Xw,Sisira Hydrangea Ch. Pixela S,Pixela Project,FIRST_OBSERVED,2024-05-01,2024,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2024-05-01 12:27:06+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2024-05-01 12:27:06+00:00). Not verified debut stream.
evt_first_observed_UCIMFIkXOG_20221215,UCIMFIkXOGA7dWA903WdRKKg,Nezumi Elze Ch. Pixela Legends,Pixela Project,FIRST_OBSERVED,2022-12-15,2022,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2022-12-15 12:11:10+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2022-12-15 12:11:10+00:00). Not verified debut stream.
evt_debut_UCRG5fX1v4_20201020,UCRG5fX1v4b-3sUyKfAAtxxA,Luxia Ch.,Independent,DEBUT,2020-10-20,2020,SECONDARY_DOCUMENTED,SECONDARY_DOCUMENTED,SECONDARY_DOCUMENTED,EXTERNAL_WIKI_AND_YOUTUBE,https://virtualyoutuber.fandom.com/wiki/Luxia,2026-09-09T05:30:40.708062+00:00,Debuted on 2020-10-20 as member of Polygon Project 1st Gen (POLAR1SS).
evt_first_observed_UCGo7fnmWf_20240329,UCGo7fnmWfGQewxZVDmC3iJQ,Xonebu X'thulhu Ch. Lumina-World-End,Lumina Live,FIRST_OBSERVED,2024-03-29,2024,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2024-03-29 09:52:48+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2024-03-29 09:52:48+00:00). Not verified debut stream.
evt_debut_UCbEkHjG43_20211105,UCbEkHjG43yPMGq5W08jq1TQ,ChaAYM,Independent,DEBUT,2021-11-05,2021,SECONDARY_DOCUMENTED,SECONDARY_DOCUMENTED,SECONDARY_DOCUMENTED,EXTERNAL_WIKI_AND_YOUTUBE,https://virtualyoutuber.fandom.com/wiki/ChaAYM,2026-09-09T05:30:40.708062+00:00,Debuted on 2021-11-05 as independent Thai VTuber.
evt_first_observed_UCEk6QSUJh_20210201,UCEk6QSUJhVf56A_VznMpKpg,PeachiView,Independent,FIRST_OBSERVED,2021-02-01,2021,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2021-02-01 00:00:01+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2021-02-01 00:00:01+00:00). Not verified debut stream.
evt_hiatus_observed_proxy_UCEk6QSUJh_20220114,UCEk6QSUJhVf56A_VznMpKpg,PeachiView,Independent,HIATUS_OBSERVED_PROXY,2022-01-14,2022,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,REGISTRY_INACTIVITY_PROXY,thai_vtuber_registry.json:last_video_published_at=2022-01-14T08:00:23+00:00,2026-09-09T05:30:40.708062+00:00,Observed hiatus boundary based on last public activity recorded on 2022-01-14 (>180d inactive).
evt_first_observed_UCxLMvBlry_20240203,UCxLMvBlryxSsteqI9L8RmZg,NEBUEL | VTUBER,Independent,FIRST_OBSERVED,2024-02-03,2024,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2024-02-03 09:37:57+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2024-02-03 09:37:57+00:00). Not verified debut stream.
evt_hiatus_observed_proxy_UCxLMvBlry_20260203,UCxLMvBlryxSsteqI9L8RmZg,NEBUEL | VTUBER,Independent,HIATUS_OBSERVED_PROXY,2026-02-03,2026,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,REGISTRY_INACTIVITY_PROXY,thai_vtuber_registry.json:last_video_published_at=2026-02-03T22:19:51+00:00,2026-09-09T05:30:40.708062+00:00,Observed hiatus boundary based on last public activity recorded on 2026-02-03 (>180d inactive).
evt_first_observed_UC8lQ60XP8_20200720,UC8lQ60XP8szvj0GHwxYUS2Q,Kyomu Ch.,Independent,FIRST_OBSERVED,2020-07-20,2020,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2020-07-20 16:23:46+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2020-07-20 16:23:46+00:00). Not verified debut stream.
evt_first_observed_UCgnavpGZU_20220219,UCgnavpGZUMzWODQB_daHZbQ,Listen Ch.【ARP】,Algorhythm Project,FIRST_OBSERVED,2022-02-19,2022,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2022-02-19 13:36:49+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2022-02-19 13:36:49+00:00). Not verified debut stream.
evt_first_observed_UCpMuWBxMa_20230712,UCpMuWBxMa6ttNgtylPTn3Hg,Nergal Near Ch.,Independent,FIRST_OBSERVED,2023-07-12,2023,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2023-07-12 08:28:10+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2023-07-12 08:28:10+00:00). Not verified debut stream.
evt_first_observed_UCGbMin84x_20250703,UCGbMin84xisO1Yuq_guVlFA,NUTTY ROZE,Independent,FIRST_OBSERVED,2025-07-03,2025,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2025-07-03 13:06:23+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2025-07-03 13:06:23+00:00). Not verified debut stream.
evt_hiatus_observed_proxy_UCGbMin84x_20260122,UCGbMin84xisO1Yuq_guVlFA,NUTTY ROZE,Independent,HIATUS_OBSERVED_PROXY,2026-01-22,2026,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,REGISTRY_INACTIVITY_PROXY,thai_vtuber_registry.json:last_video_published_at=2026-01-22T02:08:42+00:00,2026-09-09T05:30:40.708062+00:00,Observed hiatus boundary based on last public activity recorded on 2026-01-22 (>180d inactive).
evt_first_observed_UCOMnre_EA_20240908,UCOMnre_EA7EoOVQEkBwWKRA,Mabelle.a,Independent,FIRST_OBSERVED,2024-09-08,2024,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2024-09-08 03:00:14+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2024-09-08 03:00:14+00:00). Not verified debut stream.
evt_first_observed_UCjQxLH9yq_20181212,UCjQxLH9yqYXowVtH7a-6L-Q,MikuRu-0 Project,Independent,FIRST_OBSERVED,2018-12-12,2018,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2018-12-12 19:35:54+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2018-12-12 19:35:54+00:00). Not verified debut stream.
evt_first_observed_UCGAtHjeWW_20210905,UCGAtHjeWWgyWboVQ33ZQX6Q,Zenith Ch.【ARP】,Algorhythm Project,FIRST_OBSERVED,2021-09-05,2021,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2021-09-05 14:02:23+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2021-09-05 14:02:23+00:00). Not verified debut stream.
evt_first_observed_UCapmEuEA__20210626,UCapmEuEA_aL81YaihYO27vQ,Tsuku CH.,Independent,FIRST_OBSERVED,2021-06-26,2021,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2021-06-26 02:25:44+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2021-06-26 02:25:44+00:00). Not verified debut stream.
evt_hiatus_observed_proxy_UCapmEuEA__20220118,UCapmEuEA_aL81YaihYO27vQ,Tsuku CH.,Independent,HIATUS_OBSERVED_PROXY,2022-01-18,2022,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,REGISTRY_INACTIVITY_PROXY,thai_vtuber_registry.json:last_video_published_at=2022-01-18T22:03:18+00:00,2026-09-09T05:30:40.708062+00:00,Observed hiatus boundary based on last public activity recorded on 2022-01-18 (>180d inactive).
evt_first_observed_UCrsyP6H1F_20220505,UCrsyP6H1Ftqt503xKE7_CUg,Akemi Arlin Ch. Pixela Legends,Pixela Project,FIRST_OBSERVED,2022-05-05,2022,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2022-05-05 08:29:28+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2022-05-05 08:29:28+00:00). Not verified debut stream.
evt_first_observed_UC64_YFnoP_20210128,UC64_YFnoPvaGUSv4fpozr1w,MONARICA,Independent,FIRST_OBSERVED,2021-01-28,2021,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2021-01-28 17:07:04+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2021-01-28 17:07:04+00:00). Not verified debut stream.
evt_first_observed_UC2eai5wae_20230522,UC2eai5waelgobAHgp20DEYg,Ardalita Lilibelle Ch. Lumina-First-Myth,Lumina Live,FIRST_OBSERVED,2023-05-22,2023,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2023-05-22 10:24:37+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2023-05-22 10:24:37+00:00). Not verified debut stream.
evt_first_observed_UC4x2o7dyx_20230806,UC4x2o7dyxOqFLoA9NKxf0Iw,Ivy Ch.【ARP】,Algorhythm Project,FIRST_OBSERVED,2023-08-06,2023,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2023-08-06 11:14:20+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2023-08-06 11:14:20+00:00). Not verified debut stream.
evt_graduation_UCJdXesaZY_20250404,UCJdXesaZYrQVSjhlYhme8rQ,Ayna Ch.【ARP】,Algorhythm Project,GRADUATION,2025-04-04,2025,PRIMARY_EVENT_SPECIFIC,PRIMARY_OFFICIAL_ANNOUNCEMENT,PRIMARY_EVENT_SPECIFIC,OFFICIAL_AGENCY_ANNOUNCEMENT,https://x.com/ARP_Vtuber/status/1897988102767231056,2026-09-09T05:30:40.708062+00:00,Official graduation from Algorhythm Project on 2025-04-04.
evt_first_observed_UCJdXesaZY_20220218,UCJdXesaZYrQVSjhlYhme8rQ,Ayna Ch.【ARP】,Algorhythm Project,FIRST_OBSERVED,2022-02-18,2022,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2022-02-18 13:44:55+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2022-02-18 13:44:55+00:00). Not verified debut stream.
evt_first_observed_UCgq-rIElY_20230517,UCgq-rIElYiBFQnxgMnkojwg,Padzang Channel,Independent,FIRST_OBSERVED,2023-05-17,2023,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2023-05-17 12:00:43+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2023-05-17 12:00:43+00:00). Not verified debut stream.
evt_graduation_UCOVpD7Mes_20260130,UCOVpD7MesZKe44ZvLVuwXvA,Asteroth Ch.【ARP】,Algorhythm Project,GRADUATION,2026-01-30,2026,PRIMARY_EVENT_SPECIFIC,PRIMARY_OFFICIAL_ANNOUNCEMENT,PRIMARY_EVENT_SPECIFIC,OFFICIAL_AGENCY_ANNOUNCEMENT,https://x.com/ARP_Vtuber/status/2016858872414412856,2026-09-09T05:30:40.708062+00:00,Official retirement from Algorhythm Project on 2026-01-30.
evt_first_observed_UCOVpD7Mes_20210401,UCOVpD7MesZKe44ZvLVuwXvA,Asteroth Ch.【ARP】,Algorhythm Project,FIRST_OBSERVED,2021-04-01,2021,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2021-04-01 12:34:09+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2021-04-01 12:34:09+00:00). Not verified debut stream.
evt_first_observed_UCXkoAHy8r_20240609,UCXkoAHy8rg9tryYsD61IXOg,Morr Ch.【ARP】,Algorhythm Project,FIRST_OBSERVED,2024-06-09,2024,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2024-06-09 12:03:29+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2024-06-09 12:03:29+00:00). Not verified debut stream.
evt_first_observed_UCEZl6aWM__20230203,UCEZl6aWM_c93GHtB12UfxNA,SICXERZ : CORE Ch.,Independent,FIRST_OBSERVED,2023-02-03,2023,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2023-02-03 06:45:58+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2023-02-03 06:45:58+00:00). Not verified debut stream.
evt_first_observed_UC6lZLAOgS_20230608,UC6lZLAOgSYgJ6ZkW2ZTI75Q,Effy Ch.【ARP】,Algorhythm Project,FIRST_OBSERVED,2023-06-08,2023,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2023-06-08 15:29:15+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2023-06-08 15:29:15+00:00). Not verified debut stream.
evt_first_observed_UCSOxauTBY_20191001,UCSOxauTBY7eKbUnQ86W708Q,Supeacha ⌜VZ⌟,Virtual Zeven (VZ),FIRST_OBSERVED,2019-10-01,2019,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2019-10-01 12:52:06+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2019-10-01 12:52:06+00:00). Not verified debut stream.
evt_first_observed_UC_LTVw7bj_20230806,UC_LTVw7bj_wFH4n8POeSNbw,Faminé Ch.【ARP】,Algorhythm Project,FIRST_OBSERVED,2023-08-06,2023,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2023-08-06 10:07:45+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2023-08-06 10:07:45+00:00). Not verified debut stream.
evt_first_observed_UCdxaZWWFB_20191003,UCdxaZWWFBl3N7Ollc3EwZAw,White Sky Ch.,Independent,FIRST_OBSERVED,2019-10-03,2019,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2019-10-03 01:53:10+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2019-10-03 01:53:10+00:00). Not verified debut stream.
evt_first_observed_UC7BTojsUP_20220806,UC7BTojsUPC4JhxDYRgmuz2Q,Jiru ch. Euphora,Euphora Project,FIRST_OBSERVED,2022-08-06,2022,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2022-08-06 03:50:12+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2022-08-06 03:50:12+00:00). Not verified debut stream.
evt_hiatus_observed_proxy_UC7BTojsUP_20260131,UC7BTojsUPC4JhxDYRgmuz2Q,Jiru ch. Euphora,Euphora Project,HIATUS_OBSERVED_PROXY,2026-01-31,2026,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,REGISTRY_INACTIVITY_PROXY,thai_vtuber_registry.json:last_video_published_at=2026-01-31T22:33:26+00:00,2026-09-09T05:30:40.708062+00:00,Observed hiatus boundary based on last public activity recorded on 2026-01-31 (>180d inactive).
evt_first_observed_UCPHqJsNtO_20210623,UCPHqJsNtOp94Vcol4DPKpSA,SiamNeko Ch.【ARP】,Algorhythm Project,FIRST_OBSERVED,2021-06-23,2021,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2021-06-23 06:01:52+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2021-06-23 06:01:52+00:00). Not verified debut stream.
evt_first_observed_UCdoQwqmi-_20210107,UCdoQwqmi-QKjHOJnvg0wm4Q,xLazyYui,Independent,FIRST_OBSERVED,2021-01-07,2021,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2021-01-07 10:17:17+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2021-01-07 10:17:17+00:00). Not verified debut stream.
evt_hiatus_observed_proxy_UCdoQwqmi-_20251019,UCdoQwqmi-QKjHOJnvg0wm4Q,xLazyYui,Independent,HIATUS_OBSERVED_PROXY,2025-10-19,2025,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,REGISTRY_INACTIVITY_PROXY,thai_vtuber_registry.json:last_video_published_at=2025-10-19T11:43:34+00:00,2026-09-09T05:30:40.708062+00:00,Observed hiatus boundary based on last public activity recorded on 2025-10-19 (>180d inactive).
evt_first_observed_UCsQqb5obL_20231019,UCsQqb5obLoEfcDoiaZFM7LA,moujob,Independent,FIRST_OBSERVED,2023-10-19,2023,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2023-10-19 11:28:05+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2023-10-19 11:28:05+00:00). Not verified debut stream.
evt_first_observed_UCrKgRzwdp_20230122,UCrKgRzwdpFIyoYBvyuacmPg,Nogi Sensei,Independent,FIRST_OBSERVED,2023-01-22,2023,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2023-01-22 12:00:33+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2023-01-22 12:00:33+00:00). Not verified debut stream.
evt_hiatus_observed_proxy_UCrKgRzwdp_20251126,UCrKgRzwdpFIyoYBvyuacmPg,Nogi Sensei,Independent,HIATUS_OBSERVED_PROXY,2025-11-26,2025,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,REGISTRY_INACTIVITY_PROXY,thai_vtuber_registry.json:last_video_published_at=2025-11-26T12:02:48+00:00,2026-09-09T05:30:40.708062+00:00,Observed hiatus boundary based on last public activity recorded on 2025-11-26 (>180d inactive).
evt_first_observed_UCOY60szLy_20231111,UCOY60szLyP_E8RuT6jVAVHg,Aruna Shuun Ch. Pixela Destiny,Pixela Project,FIRST_OBSERVED,2023-11-11,2023,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2023-11-11 10:00:29+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2023-11-11 10:00:29+00:00). Not verified debut stream.
evt_hiatus_observed_proxy_UCOY60szLy_20250608,UCOY60szLyP_E8RuT6jVAVHg,Aruna Shuun Ch. Pixela Destiny,Pixela Project,HIATUS_OBSERVED_PROXY,2025-06-08,2025,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,REGISTRY_INACTIVITY_PROXY,thai_vtuber_registry.json:last_video_published_at=2025-06-08T13:13:45+00:00,2026-09-09T05:30:40.708062+00:00,Observed hiatus boundary based on last public activity recorded on 2025-06-08 (>180d inactive).
evt_first_observed_UCGMSJFuXd_20221124,UCGMSJFuXdNmswEPX4X6NnLQ,Mycara Melony Ch. Pixela-Mystic,Pixela Project,FIRST_OBSERVED,2022-11-24,2022,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2022-11-24 10:00:13+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2022-11-24 10:00:13+00:00). Not verified debut stream.
evt_first_observed_UCOGGZpm2i_20240929,UCOGGZpm2i6PXFI9yBvEueRA,ดอยล์,Independent,FIRST_OBSERVED,2024-09-29,2024,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2024-09-29 10:04:17+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2024-09-29 10:04:17+00:00). Not verified debut stream.
evt_first_observed_UCt-_7LOFG_20201218,UCt-_7LOFGUhAQGzePZtbYZg,Renkon Ch.,Independent,FIRST_OBSERVED,2020-12-18,2020,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2020-12-18 15:41:18+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2020-12-18 15:41:18+00:00). Not verified debut stream.
evt_first_observed_UCfPOynlPf_20230224,UCfPOynlPffrryH8JAsHOmJA,it’s hi Ch.【ARP】,Algorhythm Project,FIRST_OBSERVED,2023-02-24,2023,INFERRED_PROXY,INFERRED_PROXY,INFERRED_PROXY,CATALOG_TIMESTAMP_PROXY,channel_coverage.parquet:oldest_video_published_at=2023-02-24 13:00:11+00:00,2026-09-09T05:30:40.708062+00:00,Earliest cataloged public video upload in research dataset (2023-02-24 13:00:11+00:00). Not verified debut stream.
